sale_id,business_id,store_id,user_id,customer_id,sale_date,subtotal,discount,tax,payment_method,status
13323,1,2,3,48.0,2024-12-28 18:52:00,61.02,0.0,7.32,card,completed
13324,1,2,12,,28/12/2024 11:28,14.62,0.0,1.75,transfer,completed
13325,1,3,4,48.0,2024-12-28 12:27:00,28.77,0.0,3.45,cash,completed
13326,1,3,4,271.0,2024-12-28 08:30:00,29.43,0.0,3.53,cash,completed
13327,1,3,5,166.0,28/12/2024 14:46,9.66,0.0,1.16,card,completed
13328,1,3,8,125.0,2024-12-28 18:58:00,25.32,0.0,3.04,card,completed
13329,1,3,4,274.0,2024-12-28 13:19:00,26.77,0.0,3.21,card,completed
13330,1,3,9,,2024-12-28 11:32:00,1.17,0.0,0.14,card,completed
13331,1,3,5,254.0,2024-12-28 13:43:00,34.42,0.0,4.13,transfer,completed
13332,1,3,8,,2024-12-28 17:16:00,4.66,0.0,0.56,card,completed
13333,1,3,8,,2024-12-28 16:01:00,30.99,0.0,3.72,transfer,completed
13334,1,3,8,,2024-12-28 15:01:00,169.38,0.0,20.33,transfer,completed
13335,1,3,4,158.0,2024-12-28 19:55:00,1.16,0.0,0.14,cash,completed
13336,1,3,1,,2024-12-28 11:14:00,42.54,0.0,5.1,cash,completed
13337,1,3,9,222.0,2024-12-28 16:50:00,160.58,0.0,19.27,card,completed
13338,1,3,5,298.0,28/12/2024 09:55,23.72,0.0,2.85,cash,completed
13339,1,3,4,47.0,2024-12-28 12:41:00,24.95,0.0,2.99,transfer,completed
13340,1,3,4,216.0,2024-12-28 12:17:00,42.83,0.0,5.14,card,completed
13341,1,3,5,163.0,2024-12-28 13:33:00,1603.6,0.0,192.43,card,completed
13342,1,3,4,,2024-12-28 10:46:00,31.85,0.0,3.82,cash,completed
13343,1,3,9,,2024-12-28 19:08:00,46.93,0.0,5.63,cash,completed
13344,1,3,8,26.0,2024-12-28 17:41:00,19.45,0.0,2.33,cash,completed
13345,1,3,9,290.0,2024-12-28 09:46:00,65.51,0.0,7.86,cash,completed
13346,1,3,5,93.0,2024-12-28 10:07:00,42.06,0.0,5.05,cash,completed
13347,1,4,12,20.0,2024-12-28 09:53:00,20.65,0.0,2.48,cash,completed
13348,1,4,12,44.0,2024-12-28 11:26:00,20.4,0.0,2.45,transfer,completed
13349,1,4,12,261.0,2024-12-28 14:50:00,25.43,0.0,3.05,cash,completed
13350,1,4,12,294.0,2024-12-28 11:50:00,36.3,0.0,4.36,card,completed
13351,1,4,12,156.0,2024-12-28 13:28:00,9.96,0.0,1.2,transfer,completed
13352,1,4,12,214.0,2024-12-28 12:48:00,26.04,0.0,3.12,card,completed
13353,1,4,12,,2024-12-28 14:46:00,31.09,0.0,3.73,transfer,completed
13354,1,1,6,,2024-12-29 15:49:00,106.47,0.0,12.78,cash,completed
13355,1,1,4,114.0,2024-12-29 16:32:00,25.52,0.0,3.06,cash,completed
13356,1,1,11,,2024-12-29 17:57:00,42.37,0.0,5.08,card,completed
13357,1,1,10,72.0,2024-12-29 15:04:00,47.7,0.0,5.72,transfer,completed
13358,1,1,2,191.0,2024-12-29 18:04:00,30.74,0.0,3.69,transfer,completed
13359,1,1,7,,2024-12-29 13:11:00,12.36,0.0,1.48,transfer,completed
13360,1,1,4,239.0,2024-12-29 12:13:00,15.3,0.0,1.84,transfer,completed
13361,1,1,10,,2024-12-29 11:53:00,8.25,0.0,0.99,transfer,completed
13362,1,1,7,263.0,2024-12-29 14:42:00,13.62,0.0,1.63,transfer,completed
13363,1,1,4,181.0,2024-12-29 20:17:00,926.12,0.0,111.13,transfer,completed
13364,1,1,11,277.0,2024-12-29 13:42:00,46.24,0.0,5.55,cash,completed
13365,1,1,11,,2024-12-29 09:51:00,351.32,0.0,42.16,transfer,completed
13366,1,1,10,136.0,2024-12-29 13:32:00,8.22,0.0,0.99,cash,completed
13367,1,1,4,212.0,2024-12-29 10:52:00,367.9,0.0,44.15,transfer,completed
13368,1,1,7,29.0,2024-12-29 09:29:00,4.76,0.0,0.57,transfer,completed
13369,1,1,2,,2024-12-29 12:57:00,18.97,0.0,2.28,transfer,completed
13370,1,1,2,285.0,2024-12-29 19:54:00,16.43,0.0,1.97,cash,completed
13371,1,1,6,300.0,2024-12-29 19:20:00,12.07,0.0,1.45,card,completed
13372,1,1,6,300.0,2024-12-29 19:24:00,12.07,0.0,1.45,transfer,completed
13373,1,1,4,242.0,2024-12-29 11:36:00,22.62,0.0,2.71,transfer,completed
13374,1,1,10,233.0,2024-12-29 17:38:00,39.14,0.0,4.7,card,completed
13375,1,1,7,80.0,2024-12-29 17:56:00,223.23,0.0,26.79,cash,completed
13376,1,1,7,37.0,2024-12-29 18:14:00,20.0,0.0,2.4,transfer,completed
13377,1,1,6,141.0,2024-12-29 18:25:00,19.39,0.0,2.33,transfer,completed
13378,1,1,7,,2024-12-29 17:36:00,11.29,0.0,1.35,transfer,completed
13379,1,1,2,50.0,2024-12-29 13:19:00,29.15,0.0,3.5,transfer,completed
13380,1,1,4,127.0,2024-12-29 20:25:00,7.63,0.0,0.92,cash,completed
13381,1,1,7,76.0,2024-12-29 20:05:00,17.62,0.0,2.11,transfer,completed
13382,1,1,6,185.0,2024-12-29 16:53:00,24.86,0.0,2.98,transfer,completed
13383,1,1,10,293.0,2024-12-29 15:18:00,17.43,0.0,2.09,cash,completed
13384,1,1,2,193.0,2024-12-29 18:19:00,26.36,0.0,3.16,transfer,completed
13385,1,1,7,149.0,2024-12-29 14:22:00,107.11,0.0,12.85,card,completed
13386,1,1,11,247.0,2024-12-29 12:46:00,376.68,0.0,45.2,transfer,completed
13387,1,1,4,39.0,2024-12-29 08:46:00,139.16,0.0,16.7,card,completed
13388,1,1,6,,2024-12-29 18:29:00,6.27,0.0,0.75,transfer,completed
13389,1,1,11,87.0,2024-12-29 11:22:00,86.28,0.0,10.35,transfer,completed
13390,1,1,11,266.0,2024-12-29 14:24:00,8.89,0.0,1.07,cash,completed
13391,1,1,7,218.0,2024-12-29 09:06:00,24.35,0.0,2.92,card,completed
13392,1,1,7,218.0,2024-12-29 09:11:00,24.35,0.0,2.92,card,completed
13393,1,1,6,252.0,2024-12-29 19:12:00,54.65,0.0,6.56,transfer,completed
13394,1,1,10,86.0,2024-12-29 10:05:00,59.07,0.0,7.09,transfer,completed
13395,1,1,6,54.0,2024-12-29 19:14:00,12.96,0.0,1.56,transfer,completed
13396,1,1,2,266.0,2024-12-29 08:33:00,9.82,0.0,1.18,transfer,completed
13397,1,1,4,243.0,2024-12-29 15:45:00,42.92,0.0,5.15,transfer,completed
13398,1,1,7,28.0,2024-12-29 11:16:00,43.15,0.0,5.18,cash,completed
13399,1,2,12,,2024-12-29 15:46:00,27.34,0.0,3.28,cash,completed
13400,1,2,3,59.0,2024-12-29 16:32:00,6.36,0.0,0.76,card,completed
13401,1,2,12,160.0,29/12/2024 14:10,14.35,0.0,1.72,cash,completed
13402,1,2,3,140.0,2024-12-29 14:10:00,25.04,0.0,3.0,card,completed
13403,1,2,12,,2024-12-29 15:38:00,8.92,0.0,1.07,card,completed
13404,1,2,3,,2024-12-29 09:42:00,25.58,0.0,3.07,transfer,completed
13405,1,2,12,168.0,2024-12-29 17:42:00,10.7,0.0,1.28,cash,completed
13406,1,2,3,,2024-12-29 08:41:00,9.66,0.0,1.16,card,completed
13407,1,2,3,8.0,2024-12-29 16:33:00,34.66,0.0,4.16,cash,completed
13408,1,2,3,173.0,2024-12-29 19:23:00,28.01,0.0,3.36,card,completed
13409,1,2,3,74.0,2024-12-29 16:13:00,109.2,0.0,13.1,card,completed
13410,1,2,3,,2024-12-29 18:46:00,3.19,0.0,0.38,transfer,completed
13411,1,2,12,222.0,2024-12-29 10:32:00,17.88,0.0,2.15,transfer,completed
13412,1,2,3,131.0,2024-12-29 15:04:00,37.37,0.0,4.48,card,completed
13413,1,2,12,256.0,2024-12-29 20:41:00,22.02,0.0,2.64,card,completed
13414,1,2,3,,2024-12-29 08:58:00,34.46,0.0,4.14,cash,completed
13415,1,2,12,146.0,2024-12-29 10:27:00,25.36,0.0,3.04,transfer,completed
13416,1,2,3,,2024-12-29 20:52:00,419.22,0.0,50.31,transfer,completed
13417,1,2,3,,2024-12-29 16:26:00,1540.66,0.0,184.88,transfer,completed
13418,1,2,12,,2024-12-29 13:57:00,30.06,0.0,3.61,cash,completed
13419,1,2,3,24.0,2024-12-29 18:41:00,35.38,0.0,4.25,cash,completed
13420,1,2,3,209.0,2024-12-29 09:34:00,32.17,0.0,3.86,card,completed
13421,1,2,3,124.0,29/12/2024 11:48,20.4,0.0,2.45,transfer,completed
13422,1,2,12,76.0,2024-12-29 15:51:00,2.33,0.0,0.28,transfer,completed
13423,1,2,12,232.0,2024-12-29 18:51:00,1266.92,0.0,152.03,cash,completed
13424,1,2,12,82.0,2024-12-29 08:27:00,85.13,0.0,10.22,cash,completed
13425,1,2,12,,2024-12-29 15:19:00,18.29,0.0,2.19,cash,completed
13426,1,2,3,264.0,2024-12-29 13:54:00,23.25,0.0,2.79,card,completed
13427,1,2,3,46.0,2024-12-29 16:51:00,16.1,0.0,1.93,card,completed
13428,1,2,3,284.0,2024-12-29 09:38:00,97.7,0.0,11.72,card,completed
13429,1,2,3,266.0,2024-12-29 13:46:00,8.08,0.0,0.97,transfer,completed
13430,1,2,12,75.0,2024-12-29 10:32:00,4.68,0.0,0.56,transfer,completed
13431,1,2,3,100.0,2024-12-29 14:08:00,18.37,0.0,2.2,cash,completed
13432,1,2,12,58.0,2024-12-29 19:21:00,38.3,0.0,4.6,card,completed
13433,1,3,9,,2024-12-29 18:46:00,40.7,0.0,4.88,card,completed
13434,1,3,4,83.0,2024-12-29 20:35:00,24.16,0.0,2.9,cash,completed
13435,1,3,1,,29/12/2024 12:13,38.89,0.0,4.67,cash,completed
13436,1,3,9,128.0,2024-12-29 20:05:00,32.97,0.0,3.96,transfer,completed
13437,1,3,1,25.0,29/12/2024 14:08,5.4,0.0,0.65,cash,completed
13438,1,3,9,271.0,2024-12-29 17:16:00,16.61,0.0,1.99,transfer,completed
13439,1,3,4,225.0,2024-12-29 13:58:00,218.41,0.0,26.21,cash,completed
13440,1,3,4,,2024-12-29 08:49:00,58.73,0.0,7.05,card,completed
13441,1,3,1,242.0,2024-12-29 09:17:00,17.69,0.0,2.12,transfer,completed
13442,1,3,8,72.0,2024-12-29 15:51:00,32.29,0.0,3.87,cash,completed
13443,1,3,5,80.0,2024-12-29 09:41:00,13.62,0.0,1.63,transfer,completed
13444,1,3,1,158.0,2024-12-29 10:22:00,23.19,0.0,2.78,cash,completed
13445,1,3,5,74.0,2024-12-29 11:08:00,35.08,0.0,4.21,card,completed
13446,1,3,9,97.0,2024-12-29 15:58:00,38.3,0.0,4.6,cash,completed
13447,1,3,1,49.0,2024-12-29 11:56:00,14.79,0.0,1.77,transfer,completed
13448,1,3,8,,2024-12-29 17:26:00,19.32,0.0,2.32,card,completed
13449,1,3,5,,2024-12-29 12:58:00,48.74,0.0,5.85,card,completed
13450,1,3,9,,29/12/2024 18:48,577.11,0.0,69.25,card,completed
13451,1,3,5,10.0,2024-12-29 14:06:00,17.27,0.0,2.07,transfer,completed
13452,1,3,8,296.0,2024-12-29 12:15:00,10.67,0.0,1.28,card,completed
13453,1,4,12,,2024-12-29 10:16:00,11.7,0.0,1.4,card,completed
13454,1,4,12,,2024-12-29 14:39:00,2.96,0.0,0.36,card,completed
13455,1,4,12,172.0,2024-12-29 08:10:00,9.24,0.0,1.11,transfer,completed
13456,1,4,12,17.0,2024-12-29 11:51:00,37.94,0.0,4.55,card,completed
13457,1,4,12,277.0,2024-12-29 12:03:00,72.91,0.0,8.75,card,completed
13458,1,4,12,246.0,2024-12-29 17:56:00,3.4,0.0,0.41,card,completed
13459,1,4,12,279.0,2024-12-29 09:46:00,21.17,0.0,2.54,transfer,completed
13460,1,4,12,,29/12/2024 17:13,29.66,0.0,3.56,transfer,completed
13461,1,4,12,240.0,2024-12-29 15:39:00,36.57,0.0,4.39,card,completed
13462,1,4,12,211.0,2024-12-29 16:23:00,11.21,0.0,1.35,transfer,completed
13463,1,4,12,,2024-12-29 10:38:00,69.2,0.0,8.3,card,completed
13464,1,4,12,101.0,2024-12-29 19:57:00,6.44,0.0,0.77,card,completed
13465,1,4,12,20.0,2024-12-29 16:13:00,12.99,0.0,1.56,card,completed
13466,1,4,12,94.0,2024-12-29 14:43:00,23.56,0.0,2.83,cash,completed
13467,1,4,12,23.0,2024-12-29 14:06:00,20.8,0.0,2.5,card,completed
13468,1,1,11,94.0,30/12/2024 15:17,10.29,0.0,1.23,cash,completed
13469,1,1,6,148.0,2024-12-30 20:09:00,66.14,0.0,7.94,cash,completed
13470,1,1,6,20.0,2024-12-30 15:45:00,38.85,0.0,4.66,transfer,completed
13471,1,1,6,20.0,2024-12-30 15:50:00,38.85,0.0,4.66,card,completed
13472,1,1,2,,2024-12-30 19:20:00,22.9,0.0,2.75,transfer,completed
13473,1,1,6,,2024-12-30 19:29:00,335.79,0.0,40.29,card,completed
13474,1,1,7,30.0,2024-12-30 10:37:00,30.86,0.0,3.7,transfer,completed
13475,1,1,11,4.0,2024-12-30 09:12:00,63.52,0.0,7.62,cash,completed
13476,1,1,11,269.0,2024-12-30 16:58:00,19.72,0.0,2.37,card,completed
13477,1,1,11,278.0,2024-12-30 20:39:00,18.7,0.0,2.24,transfer,completed
13478,1,1,6,,2024-12-30 09:14:00,7.19,0.0,0.86,transfer,completed
13479,1,1,11,59.0,2024-12-30 18:40:00,4.05,0.0,0.49,transfer,completed
13480,1,1,4,,2024-12-30 08:26:00,8.1,0.0,0.97,transfer,completed
13481,1,1,2,,2024-12-30 11:51:00,11.87,0.0,1.42,cash,completed
13482,1,1,2,,2024-12-30 12:32:00,12.58,0.0,1.51,transfer,completed
13483,1,1,10,187.0,2024-12-30 19:34:00,508.55,0.0,61.03,transfer,completed
13484,1,1,11,199.0,2024-12-30 19:44:00,179.42,0.0,21.53,card,completed
13485,1,1,4,,2024-12-30 13:16:00,5.01,0.0,0.6,transfer,completed
13486,1,1,2,,2024-12-30 10:54:00,0.92,0.0,0.11,transfer,completed
13487,1,1,10,179.0,2024-12-30 16:12:00,55.17,0.0,6.62,card,completed
13488,1,1,7,102.0,2024-12-30 20:45:00,14.65,0.0,1.76,cash,completed
13489,1,1,10,,2024-12-30 15:54:00,10.26,0.0,1.23,transfer,completed
13490,1,1,10,,2024-12-30 15:32:00,14.4,0.0,1.73,transfer,completed
13491,1,1,10,157.0,2024-12-30 08:18:00,335.34,0.0,40.24,cash,completed
13492,1,1,4,,2024-12-30 13:13:00,23.2,0.0,2.78,cash,completed
13493,1,1,6,,2024-12-30 17:31:00,87.71,0.0,10.53,card,completed
13494,1,1,10,54.0,2024-12-30 16:22:00,1147.52,0.0,137.7,transfer,completed
13495,1,1,7,224.0,2024-12-30 16:51:00,24.99,0.0,3.0,card,completed
13496,1,1,4,62.0,2024-12-30 10:04:00,18.19,0.0,2.18,cash,completed
13497,1,2,12,3.0,2024-12-30 18:10:00,2.33,0.0,0.28,card,completed
13498,1,2,12,224.0,2024-12-30 16:31:00,5.98,0.0,0.72,transfer,completed
13499,1,2,12,115.0,2024-12-30 17:51:00,36.37,0.0,4.36,cash,completed
13500,1,2,3,,2024-12-30 08:38:00,492.26,0.0,59.07,cash,completed
13501,1,2,12,85.0,2024-12-30 18:55:00,903.67,0.0,108.44,card,completed
13502,1,2,12,238.0,2024-12-30 09:15:00,34.62,0.0,4.15,cash,completed
13503,1,2,3,115.0,2024-12-30 12:22:00,2.94,0.0,0.35,transfer,completed
13504,1,2,12,5.0,2024-12-30 16:18:00,923.67,0.0,110.84,card,completed
13505,1,2,3,266.0,2024-12-30 12:34:00,21.56,0.0,2.59,transfer,completed
13506,1,2,3,,2024-12-30 11:15:00,14.86,0.0,1.78,transfer,completed
13507,1,2,3,289.0,2024-12-30 13:31:00,814.26,0.0,97.71,card,completed
13508,1,2,12,13.0,2024-12-30 18:46:00,302.27,0.0,36.27,card,completed
13509,1,2,3,124.0,2024-12-30 18:41:00,5.95,0.0,0.71,cash,completed
13510,1,2,3,100.0,2024-12-30 19:50:00,36.87,0.0,4.42,card,completed
13511,1,2,3,,2024-12-30 13:46:00,18.36,0.0,2.2,transfer,completed
13512,1,2,12,187.0,2024-12-30 20:41:00,828.47,0.0,99.42,cash,completed
13513,1,2,3,174.0,2024-12-30 17:58:00,1276.87,0.0,153.22,cash,completed
13514,1,2,3,74.0,2024-12-30 13:22:00,64.32,0.0,7.72,card,completed
13515,1,2,3,118.0,2024-12-30 12:19:00,4.59,0.0,0.55,transfer,completed
13516,1,2,3,,2024-12-30 10:28:00,13.45,0.0,1.61,cash,completed
13517,1,3,5,,2024-12-30 20:19:00,13.97,0.0,1.68,transfer,completed
13518,1,3,9,176.0,2024-12-30 19:45:00,70.37,0.0,8.44,cash,completed
13519,1,3,5,206.0,2024-12-30 16:53:00,7.65,0.0,0.92,cash,completed
13520,1,3,5,272.0,2024-12-30 13:07:00,1138.18,0.0,136.58,transfer,completed
13521,1,3,8,203.0,2024-12-30 16:16:00,46.62,0.0,5.59,cash,completed
13522,1,3,5,143.0,2024-12-30 09:34:00,36.56,0.0,4.39,cash,completed
13523,1,3,4,158.0,2024-12-30 14:55:00,29.29,0.0,3.51,transfer,completed
13524,1,3,5,,2024-12-30 20:40:00,30.85,0.0,3.7,card,completed
13525,1,3,1,178.0,2024-12-30 08:34:00,21.6,0.0,2.59,transfer,completed
13526,1,3,5,,2024-12-30 08:44:00,16.13,0.0,1.94,cash,completed
13527,1,4,12,51.0,2024-12-30 08:29:00,26.42,0.0,3.17,transfer,completed
13528,1,4,12,55.0,2024-12-30 20:31:00,21.72,0.0,2.61,transfer,completed
13529,1,4,12,159.0,2024-12-30 11:11:00,12.82,0.0,1.54,card,completed
13530,1,4,12,,30/12/2024 18:21,65.46,0.0,7.86,card,completed
13531,1,4,12,252.0,2024-12-30 14:52:00,8.77,0.0,1.05,card,completed
13532,1,4,12,115.0,2024-12-30 18:21:00,18.2,0.0,2.18,transfer,completed
13533,1,4,12,,2024-12-30 14:30:00,3.68,0.0,0.44,cash,completed
13534,1,4,12,,2024-12-30 08:12:00,627.09,0.0,75.25,card,completed
13535,1,1,2,214.0,2024-12-31 13:33:00,13.19,0.0,1.58,transfer,completed
13536,1,1,6,,2024-12-31 15:23:00,34.4,0.0,4.13,card,completed
13537,1,1,6,127.0,2024-12-31 13:30:00,26.08,0.0,3.13,cash,completed
13538,1,1,7,60.0,2024-12-31 12:23:00,5.26,0.0,0.63,transfer,completed
13539,1,1,10,,2024-12-31 18:28:00,51.41,0.0,6.17,card,completed
13540,1,1,2,286.0,2024-12-31 09:38:00,35.88,0.0,4.31,transfer,completed
13541,1,1,10,,2024-12-31 20:57:00,28.2,0.0,3.38,cash,completed
13542,1,1,10,131.0,2024-12-31 08:34:00,26.43,0.0,3.17,transfer,completed
13543,1,1,10,102.0,2024-12-31 16:17:00,48.72,0.0,5.85,cash,completed
13544,1,1,10,138.0,2024-12-31 14:18:00,29.86,0.0,3.58,cash,completed
13545,1,1,6,,2024-12-31 09:19:00,19.4,0.0,2.33,cash,completed
13546,1,1,6,259.0,2024-12-31 10:15:00,20.69,0.0,2.48,card,completed
13547,1,1,7,90.0,2024-12-31 17:44:00,30.86,0.0,3.7,card,completed
13548,1,1,10,,2024-12-31 09:35:00,10.7,0.0,1.28,transfer,completed
13549,1,1,6,27.0,2024-12-31 17:53:00,4.95,0.0,0.59,transfer,completed
13550,1,1,7,96.0,2024-12-31 13:35:00,223.23,0.0,26.79,transfer,completed
13551,1,1,6,,2024-12-31 20:28:00,9.29,0.0,1.11,cash,completed
13552,1,1,11,228.0,2024-12-31 11:45:00,9.69,0.0,1.16,transfer,completed
13553,1,1,6,137.0,2024-12-31 20:25:00,33.83,0.0,4.06,transfer,completed
13554,1,1,11,29.0,31/12/2024 18:18,10.92,0.0,1.31,card,completed
13555,1,1,11,,2024-12-31 17:39:00,46.23,0.0,5.55,card,completed
13556,1,1,4,197.0,2024-12-31 12:02:00,22.6,0.0,2.71,card,completed
13557,1,1,4,247.0,2024-12-31 16:48:00,859.25,0.0,103.11,cash,completed
13558,1,1,6,,2024-12-31 15:40:00,1.65,0.0,0.2,cash,completed
13559,1,1,4,68.0,2024-12-31 08:56:00,17.14,0.0,2.06,transfer,completed
13560,1,2,3,250.0,2024-12-31 16:39:00,245.15,0.0,29.42,cash,completed
13561,1,2,3,209.0,2024-12-31 14:25:00,3.06,0.0,0.37,transfer,completed
13562,1,2,12,103.0,31/12/2024 08:35,20.7,0.0,2.48,cash,completed
13563,1,2,3,,2024-12-31 09:48:00,2.7,0.0,0.32,card,completed
13564,1,2,3,,2024-12-31 10:17:00,25.23,0.0,3.03,card,completed
13565,1,2,12,,2024-12-31 09:39:00,10.02,0.0,1.2,cash,completed
13566,1,2,3,18.0,2024-12-31 11:33:00,8.35,0.0,1.0,card,completed
13567,1,2,3,,2024-12-31 13:42:00,5.98,0.0,0.72,card,completed
13568,1,2,3,65.0,2024-12-31 10:51:00,18.04,0.0,2.16,transfer,completed
13569,1,2,3,191.0,31/12/2024 20:03,31.46,0.0,3.78,card,completed
13570,1,2,12,,2024-12-31 13:23:00,108.18,0.0,12.98,transfer,completed
13571,1,2,3,21.0,2024-12-31 20:34:00,50.62,0.0,6.07,card,completed
13572,1,2,12,243.0,2024-12-31 19:56:00,35.33,0.0,4.24,transfer,completed
13573,1,2,3,,2024-12-31 15:56:00,23.65,0.0,2.84,transfer,completed
13574,1,2,12,99.0,2024-12-31 17:15:00,2.41,0.0,0.29,cash,completed
13575,1,2,12,275.0,2024-12-31 18:27:00,9.98,0.0,1.2,cash,completed
13576,1,2,3,223.0,2024-12-31 14:36:00,825.28,0.0,99.03,transfer,completed
13577,1,2,3,224.0,2024-12-31 14:12:00,11.49,0.0,1.38,cash,completed
13578,1,2,3,,2024-12-31 13:33:00,17.95,0.0,2.15,transfer,completed
13579,1,2,3,259.0,2024-12-31 11:56:00,6.33,0.0,0.76,transfer,completed
13580,1,2,12,,2024-12-31 17:52:00,15.8,0.0,1.9,cash,completed
13581,1,2,12,279.0,2024-12-31 14:29:00,16.08,0.0,1.93,card,completed
13582,1,2,12,102.0,2024-12-31 16:21:00,27.26,0.0,3.27,card,completed
13583,1,2,12,158.0,2024-12-31 08:16:00,645.54,0.0,77.46,card,completed
13584,1,2,12,158.0,2024-12-31 08:18:00,645.54,0.0,77.46,cash,completed
13585,1,2,12,248.0,2024-12-31 18:17:00,1.47,0.0,0.18,card,completed
13586,1,2,12,63.0,2024-12-31 13:26:00,44.55,0.0,5.35,card,completed
13587,1,3,8,,2024-12-31 15:43:00,24.3,0.0,2.92,card,completed
13588,1,3,1,217.0,2024-12-31 16:54:00,36.4,0.0,4.37,card,completed
13589,1,3,9,219.0,2024-12-31 20:29:00,31.19,0.0,3.74,transfer,completed
13590,1,3,4,38.0,2024-12-31 14:48:00,28.55,0.0,3.43,card,completed
13591,1,3,1,40.0,2024-12-31 12:02:00,20.42,0.0,2.45,card,completed
13592,1,3,8,154.0,2024-12-31 09:30:00,39.46,0.0,4.74,cash,completed
13593,1,3,9,254.0,2024-12-31 17:32:00,33.52,0.0,4.02,card,completed
13594,1,3,4,260.0,2024-12-31 08:36:00,19.27,0.0,2.31,card,completed
13595,1,3,4,26.0,2024-12-31 08:47:00,31.67,0.0,3.8,card,completed
13596,1,3,5,,31/12/2024 20:46,415.36,0.0,49.84,cash,completed
13597,1,3,8,,2024-12-31 15:45:00,7.95,0.0,0.95,transfer,completed
13598,1,3,9,,2024-12-31 17:40:00,1254.51,0.0,150.54,cash,completed
13599,1,3,9,177.0,2024-12-31 20:46:00,32.33,0.0,3.88,transfer,completed
13600,1,3,4,19.0,2024-12-31 15:36:00,17.02,0.0,2.04,cash,completed
13601,1,4,12,,2024-12-31 11:24:00,22.33,0.0,2.68,cash,completed
13602,1,4,12,45.0,2024-12-31 19:45:00,20.48,0.0,2.46,transfer,completed
13603,1,4,12,136.0,2024-12-31 08:46:00,14.37,0.0,1.72,card,completed
13604,1,4,12,87.0,2024-12-31 11:31:00,22.29,0.0,2.67,cash,completed
13605,1,4,12,56.0,2024-12-31 18:50:00,35.3,0.0,4.24,card,completed
13606,1,4,12,,2024-12-31 10:17:00,45.39,0.0,5.45,transfer,completed
13607,1,4,12,59.0,2024-12-31 15:10:00,96.66,0.0,11.6,transfer,completed
13608,1,4,12,,2024-12-31 14:10:00,812.46,0.0,97.5,transfer,completed
13609,1,4,12,172.0,2024-12-31 16:13:00,285.28,0.0,34.23,cash,completed
13610,1,4,12,212.0,2024-12-31 20:36:00,1134.12,0.0,136.09,cash,completed
13611,1,4,12,,2024-12-31 19:41:00,12.95,0.0,1.55,transfer,completed
13612,1,4,12,235.0,2024-12-31 19:14:00,22.78,0.0,2.73,cash,completed
13613,1,4,12,101.0,31/12/2024 08:18,63.4,0.0,7.61,cash,completed
13614,1,1,2,265.0,2025-01-01 10:37:00,25.34,0.0,3.04,transfer,completed
13615,1,1,7,82.0,2025-01-01 11:03:00,17.11,0.0,2.05,transfer,completed
13616,1,1,6,59.0,2025-01-01 10:06:00,12.93,0.0,1.55,cash,completed
13617,1,1,10,,2025-01-01 09:15:00,14.54,0.0,1.74,cash,completed
13618,1,1,10,40.0,2025-01-01 16:38:00,33.59,0.0,4.03,cash,completed
13619,1,1,6,86.0,2025-01-01 16:48:00,31.34,0.0,3.76,card,completed
13620,1,1,11,184.0,2025-01-01 17:51:00,18.73,0.0,2.25,cash,completed
13621,1,1,6,106.0,2025-01-01 16:56:00,38.18,0.0,4.58,cash,completed
13622,1,1,4,230.0,2025-01-01 19:09:00,18.41,0.0,2.21,cash,completed
13623,1,1,6,35.0,2025-01-01 20:13:00,17.38,0.0,2.09,card,completed
13624,1,1,6,262.0,2025-01-01 12:46:00,31.08,0.0,3.73,card,completed
13625,1,1,11,,2025-01-01 16:54:00,8.7,0.0,1.04,card,completed
13626,1,1,6,76.0,2025-01-01 15:42:00,6.48,0.0,0.78,card,completed
13627,1,1,4,,2025-01-01 09:18:00,21.05,0.0,2.53,transfer,completed
13628,1,1,4,269.0,2025-01-01 08:35:00,35.6,0.0,4.27,card,completed
13629,1,1,2,142.0,2025-01-01 18:40:00,37.82,0.0,4.54,card,completed
13630,1,1,10,272.0,2025-01-01 09:50:00,1.66,0.0,0.2,transfer,completed
13631,1,1,6,160.0,2025-01-01 14:51:00,4.6,0.0,0.55,cash,completed
13632,1,1,11,272.0,2025-01-01 19:04:00,15.14,0.0,1.82,card,completed
13633,1,1,6,284.0,2025-01-01 14:46:00,16.98,0.0,2.04,transfer,completed
13634,1,1,6,148.0,2025-01-01 14:17:00,41.76,0.0,5.01,cash,completed
13635,1,2,12,,2025-01-01 11:24:00,49.98,0.0,6.0,card,completed
13636,1,2,12,202.0,2025-01-01 17:03:00,23.98,0.0,2.88,card,completed
13637,1,2,12,278.0,2025-01-01 13:36:00,602.18,0.0,72.26,card,completed
13638,1,2,12,293.0,2025-01-01 19:15:00,9.96,0.0,1.2,cash,completed
13639,1,2,3,139.0,2025-01-01 13:42:00,20.32,0.0,2.44,card,completed
13640,1,2,12,53.0,2025-01-01 19:17:00,524.67,0.0,62.96,cash,completed
13641,1,2,12,,2025-01-01 16:00:00,7.5,0.0,0.9,card,completed
13642,1,2,12,151.0,2025-01-01 18:32:00,24.75,0.0,2.97,transfer,completed
13643,1,2,3,,01/01/2025 08:29,6.98,0.0,0.84,cash,completed
13644,1,2,3,118.0,2025-01-01 08:22:00,21.91,0.0,2.63,transfer,completed
13645,1,2,3,174.0,2025-01-01 10:23:00,34.27,0.0,4.11,transfer,completed
