purchase_item_id,purchase_id,product_id,quantity,unit_cost,subtotal
1686,118,51,49,0.73,35.77
1687,118,9,99,0.83,82.17
1688,118,21,25,38.55,963.75
1689,118,55,80,0.4,32.0
1690,118,7,82,0.56,45.92
1691,119,10,22,1.28,28.16
1692,119,29,44,42.25,1859.0
1693,119,47,79,1.12,88.48
1694,119,55,70,0.3,21.0
1695,119,2,63,1.39,87.57
1696,119,18,42,1.43,60.06
1697,119,33,57,1.12,63.84
1698,119,8,70,0.93,65.1
1699,119,45,79,1.08,85.32
1700,119,56,24,0.94,22.56
1701,119,57,20,1.44,28.8
1702,119,5,65,0.74,48.1
1703,119,37,40,4.12,164.8
1704,119,36,61,2.79,170.19
1705,119,44,63,1.71,107.73
1706,119,34,50,2.05,102.5
1707,119,50,76,0.84,63.84
1708,119,43,84,0.96,80.64
1709,119,35,63,4.28,269.64
1710,120,12,93,0.78,72.54
1711,120,56,39,0.83,32.37
1712,120,41,40,3.08,123.2
1713,120,23,37,57.98,2145.26
1714,120,2,99,1.28,126.72
1715,120,47,93,1.09,101.37
1716,120,27,50,12.77,638.5
1717,120,55,55,0.37,20.35
1718,120,28,89,33.34,2967.26
1719,120,29,35,39.05,1366.75
1720,120,51,30,0.79,23.7
1721,120,20,25,0.88,22.0
1722,120,38,26,2.37,61.62
1723,120,36,75,2.82,211.5
1724,120,50,46,1.12,51.52
1725,120,14,80,1.4,112.0
1726,120,42,72,1.91,137.52
1727,121,18,47,1.45,68.15
1728,121,3,66,1.26,83.16
1729,121,33,88,1.25,110.0
1730,121,50,48,1.09,52.32
1731,121,23,22,52.95,1164.9
1732,121,5,33,0.8,26.4
1733,121,52,28,1.36,38.08
1734,121,53,48,1.38,66.24
1735,121,14,76,1.16,88.16
1736,121,43,67,1.01,67.67
1737,121,51,39,0.7,27.3
1738,121,24,76,44.18,3357.68
1739,121,48,96,0.81,77.76
1740,121,42,100,1.67,167.0
1741,121,36,57,2.97,169.29
1742,121,22,87,10.44,908.28
1743,121,19,36,0.66,23.76
1744,122,29,100,44.02,4402.0
1745,122,15,28,1.0,28.0
1746,122,17,63,0.79,49.77
1747,122,19,20,0.56,11.2
1748,122,32,35,3.76,131.6
1749,122,56,74,1.01,74.74
1750,122,28,20,31.37,627.4
1751,122,41,95,3.54,336.3
1752,122,51,87,0.64,55.68
1753,122,5,31,0.87,26.97
1754,122,25,20,37.27,745.4
1755,122,39,23,1.83,42.09
1756,122,43,30,1.1,33.0
1757,122,36,81,2.76,223.56
1758,122,30,45,51.94,2337.3
1759,122,27,35,12.7,444.5
1760,122,23,84,60.05,5044.2
1761,122,22,66,10.43,688.38
1762,122,26,58,49.02,2843.16
1763,122,44,81,1.62,131.22
1764,123,36,84,2.84,238.56
1765,123,8,97,1.08,104.76
1766,123,11,24,1.33,31.92
1767,123,30,37,48.6,1798.2
1768,123,54,51,2.29,116.79
1769,123,31,85,2.78,236.3
1770,123,17,59,0.61,35.99
1771,123,6,24,0.74,17.76
1772,123,58,45,0.82,36.9
1773,123,15,26,1.13,29.38
1774,123,9,100,0.88,88.0
1775,124,6,56,0.72,40.32
1776,124,58,56,0.87,48.72
1777,124,16,73,0.68,49.64
1778,124,18,69,1.59,109.71
1779,124,31,48,2.98,143.04
1780,124,1,31,0.6,18.6
1781,124,33,46,1.23,56.58
1782,124,43,97,0.84,81.48
1783,125,46,56,0.9,50.4
1784,125,28,39,24.98,974.22
1785,125,8,46,0.93,42.78
1786,125,51,91,0.66,60.06
1787,125,9,52,0.85,44.2
1788,125,4,60,0.85,51.0
1789,125,37,54,4.5,243.0
1790,125,52,58,1.57,91.06
1791,125,25,83,35.84,2974.72
1792,125,56,59,0.95,56.05
1793,125,24,26,58.8,1528.8
1794,125,13,31,1.53,47.43
1795,125,6,38,0.72,27.36
1796,125,35,27,5.21,140.67
1797,125,59,42,1.56,65.52
1798,125,43,89,0.89,79.21
1799,125,47,97,1.42,137.74
1800,126,6,45,0.83,37.35
1801,126,3,26,1.54,40.04
1802,126,22,46,12.8,588.8
1803,126,5,29,0.84,24.36
1804,126,27,55,14.73,810.15
1805,126,19,50,0.56,28.0
1806,126,60,74,0.37,27.38
1807,126,11,74,1.58,116.92
1808,126,7,81,0.47,38.07
1809,126,31,93,2.68,249.24
1810,127,42,31,1.74,53.94
1811,127,4,65,1.08,70.2
1812,127,8,94,1.16,109.04
1813,127,6,64,0.72,46.08
1814,127,18,76,1.66,126.16
1815,127,17,71,0.65,46.15
1816,127,49,91,2.44,222.04
1817,127,24,53,50.01,2650.53
1818,127,35,50,4.02,201.0
1819,127,10,52,1.36,70.72
1820,127,36,37,2.42,89.54
1821,127,7,46,0.58,26.68
1822,127,56,88,0.87,76.56
1823,127,52,76,1.55,117.8
1824,127,30,73,47.22,3447.06
1825,128,25,27,45.24,1221.48
1826,128,32,45,3.03,136.35
1827,128,48,32,0.79,25.28
1828,128,28,56,29.79,1668.24
1829,128,57,39,1.34,52.26
1830,128,31,20,2.91,58.2
1831,128,5,48,0.88,42.24
1832,128,11,91,1.3,118.3
1833,128,29,28,49.44,1384.32
1834,128,4,65,0.92,59.8
1835,128,33,37,1.22,45.14
1836,129,45,76,1.45,110.2
1837,129,24,49,52.34,2564.66
1838,129,3,63,1.3,81.9
1839,129,13,74,1.82,134.68
1840,129,40,54,3.93,212.22
1841,129,28,88,29.53,2598.64
1842,129,23,68,57.46,3907.28
1843,129,59,81,1.28,103.68
1844,129,14,39,1.39,54.21
1845,129,37,96,3.32,318.72
1846,129,55,99,0.37,36.63
1847,130,24,72,53.92,3882.24
1848,130,56,84,1.02,85.68
1849,130,23,22,62.7,1379.4
1850,130,31,98,3.09,302.82
1851,130,45,34,1.29,43.86
1852,130,50,28,0.98,27.44
1853,130,38,66,2.9,191.4
1854,130,51,55,0.76,41.8
1855,130,16,100,0.66,66.0
1856,130,13,79,1.49,117.71
1857,130,41,81,3.78,306.18
1858,130,35,96,4.32,414.72
1859,130,3,66,1.14,75.24
1860,130,59,51,1.3,66.3
1861,130,2,99,1.12,110.88
1862,130,52,41,1.33,54.53
1863,130,22,40,10.83,433.2
1864,131,44,40,1.52,60.8
1865,131,56,26,0.79,20.54
1866,131,6,39,0.81,31.59
1867,131,15,38,0.98,37.24
1868,131,12,29,0.72,20.88
1869,131,33,68,1.25,85.0
1870,131,24,97,52.94,5135.18
1871,131,20,46,1.13,51.98
1872,131,2,37,1.26,46.62
1873,131,13,37,1.84,68.08
1874,131,37,96,3.42,328.32
1875,131,7,94,0.59,55.46
1876,131,58,84,1.02,85.68
1877,131,52,76,1.4,106.4
1878,131,14,20,1.24,24.8
1879,131,41,51,3.1,158.1
1880,131,26,40,45.85,1834.0
1881,132,38,74,2.8,207.2
1882,132,35,24,4.12,98.88
1883,132,33,92,1.53,140.76
1884,132,23,23,46.63,1072.49
1885,132,54,32,2.16,69.12
1886,132,29,21,40.6,852.6
1887,132,49,27,2.98,80.46
1888,132,55,21,0.34,7.14
1889,132,34,43,1.59,68.37
1890,132,39,100,2.06,206.0
1891,132,56,78,0.88,68.64
1892,133,18,48,1.75,84.0
1893,133,19,57,0.69,39.33
1894,133,29,50,43.49,2174.5
1895,133,26,96,42.35,4065.6
1896,133,40,67,4.97,332.99
1897,133,38,73,2.68,195.64
1898,133,54,82,2.21,181.22
1899,133,56,70,0.95,66.5
1900,133,12,96,0.8,76.8
1901,133,49,67,2.92,195.64
1902,133,7,25,0.54,13.5
1903,133,4,60,0.98,58.8
1904,133,9,45,1.02,45.9
1905,133,33,41,1.28,52.48
1906,133,36,25,2.56,64.0
1907,133,22,99,12.53,1240.47
1908,133,1,72,0.57,41.04
1909,133,37,27,4.2,113.4
1910,134,46,36,0.83,29.88
1911,134,43,100,0.89,89.0
1912,134,5,89,0.98,87.22
1913,134,47,65,1.42,92.3
1914,134,12,88,0.78,68.64
1915,134,48,92,0.7,64.4
1916,134,25,96,43.49,4175.04
1917,134,55,90,0.32,28.8
1918,134,51,94,0.6,56.4
1919,134,16,82,0.57,46.74
1920,134,6,58,0.86,49.88
1921,135,13,93,1.51,140.43
1922,135,53,53,1.66,87.98
1923,135,38,51,2.59,132.09
1924,135,6,69,0.67,46.23
1925,135,7,74,0.56,41.44
1926,135,58,48,1.01,48.48
1927,135,51,52,0.75,39.0
1928,135,3,44,1.32,58.08
1929,135,31,89,3.44,306.16
1930,135,11,21,1.37,28.77
1931,135,15,81,0.94,76.14
1932,135,22,61,10.94,667.34
1933,136,31,31,3.08,95.48
1934,136,8,67,0.95,63.65
1935,136,52,34,1.17,39.78
1936,136,41,42,4.06,170.52
1937,136,27,90,16.31,1467.9
1938,136,16,91,0.61,55.51
1939,136,33,61,1.5,91.5
1940,136,46,50,0.75,37.5
1941,136,47,25,1.21,30.25
1942,136,23,47,57.39,2697.33
1943,136,20,91,1.03,93.73
1944,136,21,57,37.58,2142.06
1945,136,30,57,41.06,2340.42
1946,136,35,37,4.86,179.82
1947,136,28,75,25.16,1887.0
1948,136,39,56,2.11,118.16
1949,136,53,32,1.3,41.6
1950,137,60,79,0.27,21.33
1951,137,9,34,1.01,34.34
1952,137,27,30,13.43,402.9
1953,137,56,47,1.0,47.0
1954,137,45,40,1.42,56.8
1955,137,48,53,0.72,38.16
1956,137,4,35,0.94,32.9
1957,137,41,70,3.22,225.4
1958,137,15,56,0.83,46.48
1959,137,30,27,53.6,1447.2
1960,137,3,20,1.21,24.2
1961,137,44,21,1.48,31.08
1962,137,34,89,1.57,139.73
1963,138,14,49,1.21,59.29
1964,138,44,93,1.38,128.34
1965,138,35,59,4.27,251.93
1966,138,5,99,0.89,88.11
1967,138,27,57,15.02,856.14
1968,138,59,71,1.29,91.59
1969,138,30,72,43.42,3126.24
1970,138,4,69,1.02,70.38
1971,138,38,47,2.53,118.91
1972,138,7,85,0.64,54.4
1973,138,12,37,0.71,26.27
1974,139,60,61,0.31,18.91
1975,139,40,56,4.01,224.56
1976,139,37,57,4.49,255.93
1977,139,38,95,2.9,275.5
1978,139,47,48,1.33,63.84
1979,139,44,77,1.35,103.95
1980,139,36,85,3.13,266.05
1981,139,42,59,2.18,128.62
1982,139,25,77,39.89,3071.53
1983,139,50,96,1.04,99.84
1984,139,5,56,0.97,54.32
1985,139,43,42,1.1,46.2
1986,140,8,88,0.96,84.48
1987,140,5,94,0.87,81.78
1988,140,41,71,3.23,229.33
1989,140,48,59,0.83,48.97
1990,140,29,87,49.78,4330.86
1991,140,42,64,1.65,105.6
1992,140,35,97,4.7,455.9
1993,140,31,78,2.86,223.08
1994,140,46,72,0.9,64.8
1995,140,55,29,0.38,11.02
1996,140,50,64,0.85,54.4
1997,140,3,47,1.24,58.28
1998,140,47,84,1.35,113.4
1999,140,2,66,1.37,90.42
2000,141,5,51,0.81,41.31
2001,141,14,77,1.41,108.57
2002,141,16,69,0.61,42.09
2003,141,10,81,1.09,88.29
2004,141,6,49,0.69,33.81
2005,141,39,87,2.15,187.05
2006,141,19,86,0.58,49.88
2007,141,28,30,24.62,738.6
2008,141,37,31,4.32,133.92
2009,141,51,52,0.67,34.84
2010,141,2,91,1.13,102.83
2011,142,9,78,0.89,69.42
2012,142,36,43,2.72,116.96
2013,142,48,26,0.94,24.44
2014,142,19,30,0.58,17.4
2015,142,4,36,0.83,29.88
2016,142,46,43,0.84,36.12
2017,142,3,51,1.52,77.52
2018,142,47,73,1.38,100.74
2019,142,35,68,4.48,304.64
2020,142,18,59,1.7,100.3
2021,142,31,22,2.59,56.98
2022,142,14,73,1.44,105.12
2023,142,45,84,1.3,109.2
2024,143,9,95,0.98,93.1
2025,143,29,33,36.12,1191.96
2026,143,19,79,0.68,53.72
2027,143,27,93,15.04,1398.72
2028,143,12,20,0.69,13.8
2029,143,41,62,3.17,196.54
2030,143,39,33,1.87,61.71
2031,143,44,55,1.67,91.85
2032,143,6,62,0.67,41.54
2033,143,11,80,1.43,114.4
2034,143,28,36,25.69,924.84
2035,143,52,41,1.27,52.07
2036,143,36,97,2.48,240.56
2037,143,1,55,0.56,30.8
2038,143,18,87,1.7,147.9
2039,143,2,79,1.11,87.69
2040,143,25,53,34.62,1834.86
2041,144,60,90,0.35,31.5
2042,144,8,53,0.94,49.82
2043,144,27,49,12.32,603.68
2044,144,42,98,1.76,172.48
2045,144,33,55,1.49,81.95
2046,144,51,64,0.79,50.56
2047,144,54,45,2.1,94.5
2048,144,28,86,33.1,2846.6
2049,144,7,46,0.57,26.22
2050,144,59,53,1.51,80.03
2051,144,1,30,0.48,14.4
2052,144,40,69,4.78,329.82
2053,144,46,72,0.68,48.96
2054,144,25,97,47.31,4589.07
2055,144,30,97,46.91,4550.27
2056,144,35,91,4.47,406.77
2057,144,39,74,1.66,122.84
2058,144,19,52,0.72,37.44
